"Team"	"TotalTackles"	"DribbledPast"	"TotalAttemptedTackles"	"R"	"Interceptions"	"Fouled"	"Fouls"	"Yellow"	"Red"	"CaughtOffside"	"Clearances"	"ShotsBlocked"	"CrossesBlocked"	"PassesBlocked"	"TotalSaves"	"SixYardBoxSaves"	"PenaltyAreaSaves"	"OutOfBoxSaves"	"TotalShots"	"OutOfBoxShots"	"SixYardBoxShots"	"PenaltyAreaShots"	"TotalGoals"	"SixYardBoxGoals"	"PenaltyAreaGoals"	"OutOfBoxGoals"	"Unsuccessful"	"Successful"	"TotalDribbles"	"UnsuccessfulTouches"	"Dispossessed"	"TotalAerial"	"AerialWon"	"AerialLost"	"TotalPasses"	"AccLB"	"InAccLB"	"AccSP"	"InAccSP"	"TotalKeyPasses"	"LongKeyPasses"	"ShortKeyPasses"	"CrossAss"	"CornerAss"	"ThroughballAss"	"FreekickAss"	"OtherAss"	"TotalAss"	"OpenPlayShots"	"CounterShots"	"SetPieceShots"	"PenaltyShots"	"CrossKP"	"CornerKP"	"ThroughballKP"	"FreekickKP"	"ThrowinKP"	"OtherKP"	"League"	"SA"	"Tackles.pg"	"Ints.pg"	"Fouls.pg"	"Offsides"	"GF"	"Discipline"	"Possesion"	"percPass"	"AerialsWon"	"percOppThird"	"percMiddleThird"	"attackMiddle"	"npxG"	"npxGA"	"ppda_coef"	"oppda_coef"	"deep"	"deep_allowed"	"xG_diff"	"xGA_diff"	"xGA"	"xG"	"FastSF"	"FastSA"	"FastGF"	"FastGA"	"FastxG"	"FastxGA"	"FastxGperShot"	"FastxGAperShot"	"NormalSF"	"NormalSA"	"NormalGF"	"NormalGA"	"NormalxG"	"NormalxGA"	"NormalxGperShot"	"NormalxGAperShot"	"StandardSF"	"StandardSA"	"StandardGF"	"StandardGA"	"StandardxG"	"StandardxGA"	"StandardxGperShot"	"StandardxGAperShot"	"SlowSF"	"SlowSA"	"SlowGF"	"SlowGA"	"SlowxG"	"SlowxGA"	"SlowxGperShot"	"SlowxGAperShot"	"GP"	"GA"	"percOutofBoxShots"	"percSixYardBoxShots"	"percPenaltyAreaShots"	"percOutofBoxGoals"	"percSixYardBoxGoals"	"percPenaltyAreaGoals"	"percAerial"	"TotalLB"	"accLB"	"percLB"	"TotalSP"	"accSP"	"percLongKeyPasses"	"percCrossAss"	"percCornerAss"	"percThroughballAss"	"percFreekickAss"	"percSetPieceAss"	"percDribbles"	"percSetPieceShots"	"percCounterShots"	"percLongKP"	"percTBKP"	"percCrossKP"	"percSetPieceKP"	"xGper"	"xGdiffper"	"xGAper"	"xGAdiffper"	"SuccessDA"	"CounterDA"	"npXGAperShot"	"xGshot"
"AC Milan"	16.1	9.9	26	8	11.1	12.9	14.5	2.8	0.2	1.5	16.7	2.7	1.7	5.9	3.2	0.2	1.9	1.2	15.9	7	0.8	8.2	1.1	0.2	0.7	0.2	7	11.5	18.5	17.1	10.1	31.3	15.8	15.6	484.5	29.4	24.2	376.1	54.9	12.3	1.4	10.8	0.1	0	0.1	0.1	0.3	0.5	12.2	0.5	3.1	0.2	2.5	0.8	0.3	0.3	0	9.4	"Serie A"	12.1	16.1	11.1	14.5	1.5	28	735	53.4	83.7	15.8	30	44	27	35.548959	28.265533	8.62036167771076	10.9836066975732	207	132	10.594113	-0.990408000000002	33.009592	38.594113	29	16	1	0	3.56986458785832	1.8520712768659	0.123098778891666	0.115754454804119	274	202	12	23	23.3232213654555	21.0988047290593	0.0851212458593268	0.10444952836168	82	81	12	11	10.2800072394311	11.4853955172002	0.125365941944282	0.141795006385188	29	16	3	0	2.76949881762266	1.0116780847311	0.0954999592283676	0.0632298802956939	26	34	0.440251572327044	0.050314465408805	0.515723270440252	0.181818181818182	0.181818181818182	0.636363636363636	0.504792332268371	53.6	0.548507462686567	0.11062951496388	431	0.87262180974478	0.113821138211382	0.2	0	0.2	0.2	0.2	0.621621621621622	0.202614379084967	0.0409836065573771	0.113821138211382	0.0245901639344262	0.204918032786885	0.0894308943089431	1.48438896153846	-0.407465884615385	1.26959969230769	0.0380926153846155	27.2	0.0183823529411765	2.33599446280992	0.0933577963231737
"Parma Calcio 1913"	17.2	11.8	29	9	10.3	11.7	14.2	2.2	0	1.6	22.1	4.8	2.2	6.2	4.3	0.2	2.3	1.8	12	5.4	0.6	6	1.3	0.3	0.8	0.2	6.6	7.9	14.5	15.9	9.4	29.6	16.8	12.8	356.1	34.2	29	242	50.8	8.6	1.4	7.2	0.4	0.1	0.1	0	0.4	1	7.6	1	3.4	0.1	2	0.9	0.2	0.4	0	6.1	"Serie A"	18	17.2	10.3	14.2	1.6	32	560	44.2	77.6	16.8	25	43	24	26.780034	35.819288	12.4144970216281	8.66766313317288	126	189	-3.697369	7.103181	38.103181	28.302631	33	18	7	3	6.08297474589199	2.26571553759277	0.184332568057333	0.12587308542182	172	302	18	19	16.3959842454642	24.3569332594052	0.0953254897992105	0.0806520968854477	78	106	5	8	6.08853787649423	10.1489082444459	0.0780581779037722	0.0957444174004332	17	26	2	1	0.952285954728723	1.84391514956951	0.0560168208663954	0.0709198134449812	25	31	0.45	0.05	0.5	0.153846153846154	0.230769230769231	0.615384615384615	0.567567567567568	63.2	0.541139240506329	0.177478236450435	292.8	0.826502732240437	0.162790697674419	0.4	0.1	0.1	0	0.1	0.544827586206897	0.309090909090909	0.131578947368421	0.162790697674419	0.0240963855421687	0.240963855421687	0.151162790697674	1.13210524	0.14789476	1.52412724	-0.28412724	27.5	0.0363636363636364	1.98996044444444	0.0943421033333333
"Verona"	13.8	7	20.8	10	10	13.4	15.3	2.4	0.2	2.6	22	5.2	1.7	4.6	3.2	0.2	1.8	1.3	11.6	3.7	1.1	6.7	1.2	0.3	0.7	0.1	6	8.4	14.4	14.8	8.1	42.4	20.6	21.9	408.9	24.3	34.7	289.1	60.8	8.6	1.7	7	0.3	0.1	0	0	0.2	0.6	7.5	0.6	3.2	0.2	2.8	1.1	0	0.2	0	5.7	"Serie A"	16.2	13.8	10	15.3	2.6	29	615	49.2	76.6	20.6	25	46	23	31.89024	30.690586	9.05217837717505	10.1794508198441	153	186	7.517287	9.25834099999999	35.258341	36.517287	16	16	0	1	2.03752339910716	2.127425910905	0.127345212444197	0.132964119431563	175	274	15	14	22.2590383300558	19.6615806855261	0.127194504743176	0.0717575937427961	83	89	11	11	13.5182620864362	12.1497272280976	0.162870627547424	0.136513789079749	15	24	3	0	1.43250872381032	1.39681490883231	0.0955005815873543	0.0582006212013463	25	26	0.318965517241379	0.0948275862068966	0.577586206896552	0.0833333333333333	0.25	0.583333333333333	0.485849056603774	59	0.411864406779661	0.144289557348985	349.9	0.826236067447842	0.197674418604651	0.5	0.166666666666667	0	0	0.166666666666667	0.583333333333333	0.299065420560748	0.08	0.197674418604651	0	0.329411764705882	0.151162790697674	1.46069148	-0.30069148	1.41033364	-0.37033364	23.8	0.0252100840336134	1.89448061728395	0.125921679310345
"Torino"	15.3	9.2	24.5	11	13.1	14.4	16.4	2.4	0.3	2	22.7	4.7	2	7	4	0.2	2.2	1.5	10.9	4.2	0.5	6.2	1.1	0.1	0.8	0.2	7.4	12.7	20.1	16.1	10.8	38.7	19.4	19.3	376.2	30	29	265.2	52	8.4	1.2	7.2	0.3	0	0	0	0.4	0.8	6.8	0.4	3.6	0.2	2.2	0.5	0.2	0.4	0.1	5.5	"Serie A"	17.1	15.3	13.1	16.4	2	28	617	48.5	78.5	19.4	27	43	27	21.887178	39.0709	8.66475816688229	7.58020366007141	98	182	-2.30634	0.161279999999998	45.16128	25.69366	15	30	1	5	1.46724659577012	3.87044190056622	0.097816439718008	0.129014730018874	155	253	16	22	15.054911150597	25.9763025110587	0.0971284590361099	0.102673132454778	84	127	11	17	9.16458039125428	14.9523781044409	0.109102147514932	0.117735260664889	21	18	0	1	1.13919666409492	1.68813577108085	0.0542474601949964	0.0937853206156029	25	45	0.385321100917431	0.0458715596330275	0.568807339449541	0.181818181818182	0.0909090909090909	0.727272727272727	0.501291989664083	59	0.508474576271186	0.156831472620946	317.2	0.836065573770492	0.142857142857143	0.375	0	0	0	0	0.6318407960199	0.346153846153846	0.0588235294117647	0.142857142857143	0.0253164556962025	0.278481012658228	0.107142857142857	1.0277464	0.0922536000000001	1.8064512	-0.00645119999999991	28.4	0.0140845070422535	2.28484795321637	0.0942886605504587
"Fiorentina"	15.7	11.2	26.9	12	9.3	13.3	14.6	2.5	0.2	1.4	17.1	2.6	1.9	6.3	3.1	0.1	1.7	1.3	14.5	5.7	0.9	7.8	1.2	0.1	0.9	0.2	5.7	11	16.7	15.5	10.2	28.3	13.7	14.5	400.1	24.9	26.9	297	51.2	10.8	2.2	8.7	0.2	0.1	0	0	0.4	0.7	9.5	0.5	4.3	0.3	2.8	1	0.2	0.8	0	7.4	"Serie A"	11.8	15.7	9.3	14.6	1.4	32	664	47.6	80.5	13.7	29	44	25	29.469487	30.824269	12.4709809435116	9.27978765778403	139	123	2.798587	-1.369236	34.630764	34.798587	25	20	2	5	2.48355901241302	3.68028934579343	0.099342360496521	0.184014467289671	220	175	16	20	19.9773550396785	17.5641643349081	0.090806159271266	0.100366653342332	114	90	13	10	13.3468528864905	12.1154230386019	0.11707765689904	0.134615811540021	19	20	1	1	1.2626025788486	1.53333166241646	0.0664527673078211	0.0766665831208229	26	36	0.393103448275862	0.0620689655172414	0.537931034482759	0.166666666666667	0.0833333333333333	0.75	0.484098939929329	51.8	0.480694980694981	0.129467633091727	348.2	0.85295807007467	0.203703703703704	0.285714285714286	0.142857142857143	0	0	0.142857142857143	0.658682634730539	0.311594202898551	0.0526315789473684	0.203703703703704	0.0192307692307692	0.269230769230769	0.166666666666667	1.33840719230769	-0.107637961538462	1.33195246153846	0.0526629230769231	25	0.02	2.61222618644068	0.0923039442970822
"Cagliari"	14.8	10.4	25.2	13	8.5	11.5	14.6	2.9	0.1	1.5	21.4	4.4	2.6	7.2	3.4	0.2	2.2	1	12	5.5	0.7	5.8	1.6	0.2	1	0.4	5.6	8.7	14.4	14.8	9.2	33.9	15	18.8	414.3	30.1	28.7	304.4	51.1	9.4	1.2	8.2	0.4	0	0.1	0	0.5	1	9.2	0.5	2.2	0.2	2.4	0.7	0.2	0.3	0.2	6.5	"Serie A"	15.7	14.8	8.5	14.6	1.5	41	733	48.2	80.7	15	25	45	26	25.897377	37.564955	12.9886774573537	10.0293648178889	109	190	-11.181217	2.89405800000002	42.894058	29.818783	28	12	7	1	4.4022243572399	2.0034714024514	0.157222298472854	0.166955950204283	203	241	24	24	16.4252443690784	25.4655155679211	0.0809125338378248	0.105666039700917	59	119	9	12	9.22448730934411	14.3904288001359	0.156347242531256	0.120927973110385	13	22	1	3	2.25160195864737	3.47006760817021	0.173200150665182	0.157730345825919	25	40	0.458333333333333	0.0583333333333333	0.483333333333333	0.25	0.125	0.625	0.442477876106195	58.8	0.511904761904762	0.141926140477915	355.5	0.856258790436006	0.127659574468085	0.4	0	0.1	0	0	0.604166666666667	0.192982456140351	0.0543478260869565	0.127659574468085	0.021978021978022	0.263736263736264	0.106382978723404	1.19275132	0.44724868	1.71576232	-0.115762320000001	23.3	0.0214592274678112	2.39267229299363	0.0993959433333333
"Bologna"	15.6	10.5	26.1	14	10.7	15	15.5	3.2	0.2	2.1	16.8	3.5	1.7	6.7	2.8	0.2	1.7	1	14.6	5.7	1.4	7.5	1.5	0.4	0.8	0.1	7.5	8.6	16.1	16.2	8.9	38.7	19.3	19.3	439.6	24.8	26.3	332.2	56.2	11	1.6	9.4	0.2	0	0	0	0.6	0.9	10.8	0.5	3.1	0.2	2.4	0.8	0.3	0.4	0	8	"Serie A"	13.3	15.6	10.7	15.5	2.1	38	826	52.4	81.2	19.3	29	45	25	40.605661	30.3536027	7.47246122479921	10.3678530935505	165	167	6.41208	-7.0786	34.9214	44.41208	20	29	3	4	3.18954320531338	3.460011000745	0.159477160265669	0.119310724163621	254	217	19	24	26.0870763873681	20.0692458152771	0.102705025147119	0.0924850037570373	86	86	14	13	14.5690419273451	10.7327854642645	0.169407464271455	0.124799830979819	24	16	2	1	3.85724853631109	2.00665047578514	0.160718689012962	0.125415654736571	26	42	0.39041095890411	0.0958904109589041	0.513698630136986	0.0666666666666667	0.266666666666667	0.533333333333333	0.498708010335917	51.1	0.4853228962818	0.116242038216561	388.4	0.855303810504634	0.145454545454545	0.222222222222222	0	0	0	0	0.53416149068323	0.223021582733813	0.0462962962962963	0.145454545454545	0.0280373831775701	0.224299065420561	0.109090909090909	1.70815692307692	-0.246618461538462	1.34313076923077	0.272253846153846	26.3	0.0190114068441065	2.28222576691729	0.116997049525817
"Udinese"	16.2	8.9	25	15	10	11.5	13.6	2.1	0.1	1.8	20.4	4	1.7	7.6	3.3	0.1	2	1.2	13.1	5.5	0.7	7	0.8	0.1	0.6	0.1	5.3	10.2	15.5	14.3	9.3	29.7	14	15.8	396.6	25	29.1	292.7	49.8	10	1.4	8.6	0.2	0	0	0	0.3	0.5	9.5	0.7	2.9	0	2.4	0.5	0.3	0.3	0	7.1	"Serie A"	15.4	16.2	10	13.6	1.8	21	543	46.3	80.1	14	25	47	26	27.89456	34.889081	15.1878633404695	9.42409017526746	160	195	6.89455999999999	3.979471	40.979471	27.89456	18	11	2	1	2.67638007178903	2.12100245803595	0.148687781766057	0.192818405275995	224	258	15	23	18.7282857606187	25.3755334536545	0.0836084185741908	0.0983547808281182	75	105	4	13	5.33540544472635	12.6777775399387	0.071138739263018	0.120740738475607	22	25	0	0	1.28407572582364	1.0970815140754	0.0583670784465291	0.0438832605630159	26	37	0.419847328244275	0.0534351145038168	0.534351145038168	0.125	0.125	0.75	0.471380471380471	54.1	0.462107208872458	0.136409480584972	342.5	0.854598540145985	0.14	0.4	0	0	0	0	0.658064516129032	0.233870967741935	0.0736842105263158	0.14	0.0306122448979592	0.244897959183673	0.08	1.07286769230769	-0.265175384615384	1.5761335	-0.153056576923077	26.2	0.0267175572519084	2.26552474025974	0.0818982971227246
"Sampdoria"	17	10.6	27.6	16	10.2	12.2	15	2.8	0.2	1.9	17.3	2.7	1.8	7.4	2.8	0.1	1.8	0.9	14.8	6.8	0.5	7.5	1.1	0	0.9	0.2	5.1	8.4	13.6	14.4	8.4	34	15.9	18.1	367.8	23.3	30.4	258.8	55.3	10.4	1.3	9.1	0.2	0	0	0	0.4	0.6	10.5	0.3	3.7	0.3	2.6	0.8	0.2	0.3	0.2	7.2	"Serie A"	12.3	17	10.2	15	1.9	28	715	44.3	76.7	15.9	29	45	29	26.14284	30.793146	12.1918620421124	9.46776856918377	135	134	3.471924	-10.161694	33.838306	31.471924	17	18	2	2	2.79834736697376	2.5631213998422	0.164608668645515	0.142395633324567	241	192	13	24	16.2849851804785	21.9530106699094	0.0675725526160935	0.114338597239112	94	85	11	13	11.7359210373834	10.4614563798532	0.124850223801951	0.123075957410038	16	14	2	5	0.911142966710031	2.32492269109935	0.0569464354193769	0.166065906507096	25	44	0.459459459459459	0.0337837837837838	0.506756756756757	0.181818181818182	0	0.818181818181818	0.467647058823529	53.7	0.43389199255121	0.146003262642741	314.1	0.823941419929959	0.125	0.333333333333333	0	0	0	0	0.617647058823529	0.26056338028169	0.0285714285714286	0.125	0.02	0.26	0.105769230769231	1.25887696	-0.13887696	1.35353224	0.40646776	27.2	0.0110294117647059	2.50350780487805	0.0850592540540541
"Genoa"	15.1	10.5	25.6	17	10.1	13.9	15.7	2.8	0.3	1.4	20.5	4	1.7	6.9	3.8	0.3	1.8	1.8	12	5.1	0.9	6	1.2	0.2	0.8	0.2	6	9.2	15.2	14.6	9.5	31.6	16.3	15.3	433.2	25.3	27.7	327.1	53.2	8.2	1.3	6.9	0.2	0	0	0	0.5	0.8	7.9	0.3	3.4	0.3	2.3	0.5	0.1	0.2	0	5.7	"Serie A"	16.3	15.1	10.1	15.7	1.4	31	748	50.2	81.3	16.3	26	43	27	29.083917	36.649966	10.3699761473555	10.4840540207661	159	210	4.935517	-4.25967400000001	42.740326	35.935517	13	23	3	2	4.17570080980659	3.39014000166208	0.321207754600507	0.147397391376612	189	266	16	23	18.3915132982656	24.4839226258919	0.0973095941707176	0.0920448219018491	96	105	10	18	14.1479750648141	13.9777448400855	0.14737474025848	0.133121379429386	16	31	2	4	0.603939558845013	3.03466764744371	0.0377462224278133	0.0978925047562488	26	47	0.425	0.075	0.5	0.166666666666667	0.166666666666667	0.666666666666667	0.515822784810127	53	0.477358490566038	0.122345337026777	380.3	0.860110439127005	0.158536585365854	0.25	0	0	0	0	0.605263157894737	0.300884955752212	0.0379746835443038	0.158536585365854	0.0123456790123457	0.283950617283951	0.0853658536585366	1.38213526923077	-0.189827576923077	1.64385869230769	0.163833615384616	25.2	0.0119047619047619	2.24846417177914	0.115177939102564
"Lecce"	14.2	11.6	25.8	18	10.2	13.8	13.4	2.7	0.2	1.6	21.3	4	2	6.6	4.5	0.3	2.8	1.3	13.4	6	0.8	6.6	1.3	0.3	0.7	0.3	4.3	8	12.3	13	9.1	28.2	13.2	15	391.5	31.2	27	282.5	50.9	10	1.3	8.7	0.2	0	0	0	0.5	0.7	10	0.5	2.6	0.3	2.3	0.2	0.2	0.5	0.2	7.1	"Serie A"	19.1	14.2	10.2	13.4	1.6	34	694	45.3	80.1	13.2	23	43	25	25.08498	60.108	16.1746495480887	9.02106240656389	151	261	-1.887026	10.198277	66.198277	32.112974	15	25	0	6	1.45834164880216	5.59623372368515	0.0972227765868107	0.223849348947406	250	309	20	29	19.6622003153898	41.1861814465374	0.0786488012615591	0.13328861309559	77	125	14	16	11.8072092263028	19.1585364369676	0.153340379562374	0.15326829149574	7	39	0	5	0.202362823765725	3.22398798866197	0.028908974823675	0.0826663586836404	26	56	0.447761194029851	0.0597014925373134	0.492537313432836	0.230769230769231	0.230769230769231	0.538461538461538	0.468085106382979	58.2	0.536082474226804	0.148659003831418	333.4	0.847330533893221	0.13	0.285714285714286	0	0	0	0	0.650406504065041	0.206349206349206	0.05	0.13	0.0208333333333333	0.239583333333333	0.07	1.23511438461538	0.072577923076923	2.54608757692308	-0.392241423076923	24.4	0.0204918032786885	3.14701570680628	0.0921727152698048
"SPAL 2013"	15	9.3	24.3	19	9.8	14.3	15	2.8	0.1	1.6	19	4.3	1.2	5.7	4	0.1	2.5	1.5	13.3	5.7	0.6	7.1	0.8	0.1	0.6	0.1	4	9.5	13.6	13.4	10.7	30.5	15.3	15.2	392	26	28.8	288.8	48.5	9.5	1.4	8	0.1	0	0	0	0.3	0.4	9.2	0.1	3.8	0.3	3	1.1	0.2	0.7	0.2	5.9	"Serie A"	16.7	15	9.8	15	1.6	20	742	47.7	80.3	15.3	25	44	25	24.969706	45.242823	11.8915102698009	9.62803786764446	110	186	10.298803	5.81060899999999	49.810609	30.298803	12	22	0	0	1.71693618968129	2.48260410409421	0.143078015806774	0.112845641095191	215	274	11	30	13.9476638324559	34.3031604504213	0.0648728550346785	0.125194016242413	98	115	9	11	13.285311460495	11.8699175976217	0.135564402658112	0.103216674761928	22	23	0	3	1.49222988542169	2.94055025000125	0.0678286311555315	0.12785001086962	26	44	0.428571428571429	0.0451127819548872	0.533834586466165	0.125	0.125	0.75	0.501639344262295	54.8	0.474452554744526	0.139795918367347	337.3	0.856211088052179	0.147368421052632	0.25	0	0	0	0	0.698529411764706	0.292307692307692	0.0108695652173913	0.147368421052632	0.021978021978022	0.32967032967033	0.189473684210526	1.16533857692308	-0.396107807692308	1.91579265384615	-0.223484961538461	24.8	0.00403225806451613	2.70915107784431	0.0876194418739155
"Brescia"	14.2	8.5	22.7	20	9.3	15.8	13.2	2.4	0.2	2.3	23.5	5	2.3	6	3.9	0.2	2.3	1.3	10.7	4.3	0.9	5.4	0.8	0.3	0.4	0.2	4.3	7.6	12	15	8.9	31	15.3	15.7	334.5	21	28.3	227.5	57.7	7	1.5	5.5	0.2	0.1	0	0	0.3	0.5	6.6	0.4	3.5	0.1	2.2	0.9	0.2	0.6	0.1	4.2	"Serie A"	18.3	14.2	9.3	13.2	2.3	22	626	42.3	74.3	15.3	25	43	24	27.0823597	44.370571	14.1920359934933	6.62146172758272	121	248	6.60496	0.699622000000005	49.699622	28.60496	14	36	0	6	1.66786846984178	4.83543740119785	0.119133462131556	0.134317705588829	154	295	11	24	16.7571737999097	29.0163307096809	0.10881281688253	0.0983604430836641	94	112	11	18	10.5998597107828	14.8442294416018	0.112764465008327	0.132537762871445	16	34	0	1	1.56490075215697	2.20588926644996	0.0978062970098108	0.0648790960720576	26	49	0.401869158878505	0.0841121495327103	0.504672897196262	0.25	0.375	0.5	0.493548387096774	49.3	0.425963488843813	0.147384155455904	285.2	0.797685834502104	0.214285714285714	0.4	0.2	0	0	0.2	0.633333333333333	0.346534653465347	0.0606060606060606	0.214285714285714	0.0303030303030303	0.333333333333333	0.214285714285714	1.10019076923077	-0.254036923076923	1.91152392307692	-0.0269085384615387	23.5	0.0170212765957447	2.42462136612022	0.102821567217829
"Bayern Munich"	14.8	8.5	23.3	1	9.5	10.8	9	1.7	0.1	2.2	9.9	2.3	1.4	5.8	2.4	0.2	1.3	0.9	18.8	5.8	1.8	11.2	2.9	0.4	2.1	0.4	8.3	15.4	23.7	15.2	9.2	26.1	14	12.2	673.4	39.6	20.4	549.4	64	14.7	2.1	12.6	0.6	0.2	0.4	0	1.3	2.3	14.3	0.4	3.9	0.2	4.3	1.3	0.8	0.4	0	9.2	"Bundesliga"	9.1	14.8	9.5	9	2.2	73	432	63.2	87.5	14	34	42	26	69.90894	26.321767	7.66250648358251	21.1575342940451	313	87	-0.0599499999999864	3.35286699999999	29.352867	72.94005	16	24	4	3	4.60790219902992	4.07947760634124	0.28799388743937	0.169978233597552	318	138	53	15	55.5611891793087	17.3026260584593	0.17472072068965	0.125381348249705	103	56	12	7	10.1157958814874	7.54435132909566	0.0982116104998779	0.134720559448137	34	10	4	1	3.92216107435524	1.0056326687336	0.115357678657507	0.10056326687336	25	26	0.308510638297872	0.0957446808510638	0.595744680851064	0.137931034482759	0.137931034482759	0.724137931034483	0.53639846743295	60	0.66	0.0891000891000891	613.4	0.895663514835344	0.142857142857143	0.260869565217391	0.0869565217391304	0.173913043478261	0	0.0869565217391304	0.649789029535865	0.214285714285714	0.027972027972028	0.142857142857143	0.055944055944056	0.300699300699301	0.115646258503401	2.917602	0.00239799999999946	1.17411468	-0.13411468	24.3	0.0164609053497942	2.89250186813187	0.155191595744681
"Borussia Dortmund"	15.3	8.2	23.5	2	10.7	9.8	8.8	1	0	1.7	12.8	2.4	1.1	7.8	1.7	0.2	0.9	0.6	13.8	4.4	0.9	8.5	2.7	0.6	2	0.2	9.4	13.8	23.2	14.4	10.1	22.5	11.6	11	659.3	30.9	24.1	540	64.3	11.2	1.4	9.8	0.4	0.1	0.3	0	1.6	2.4	9.8	0.8	3.1	0.1	2.3	1.2	0.6	0.3	0	8.1	"Bundesliga"	10.5	15.3	10.7	8.8	1.7	68	251	58.5	86.6	11.6	28	46	21	48.061506	32.0147472	11.6251849328018	18.0846843502424	232	96	-18.423254	-0.985252800000005	32.0147472	49.576746	24	20	12	4	8.1290426440537	4.24635489284992	0.338710110168904	0.212317744642496	219	155	42	18	32.3947139224038	19.4114686250687	0.14792106813883	0.125235281452056	79	67	10	7	7.61396526824683	6.93030972126871	0.0963793071929978	0.103437458526399	24	23	4	4	2.24092471506447	5.03091860329732	0.0933718631276861	0.21873559144771	25	33	0.318840579710145	0.0652173913043478	0.615942028985507	0.0740740740740741	0.222222222222222	0.740740740740741	0.515555555555556	55	0.561818181818182	0.0834218110116791	604.3	0.893595896078107	0.125	0.166666666666667	0.0416666666666667	0.125	0	0.0416666666666667	0.594827586206897	0.24031007751938	0.0816326530612245	0.125	0.0545454545454545	0.209090909090909	0.133928571428571	1.98306984	0.736930159999999	1.280589888	0.0394101120000002	26	0.0307692307692308	3.04902354285714	0.143700713043478
"RasenBallsport Leipzig"	18.8	11.5	30.3	3	11.1	10.6	10.9	1.4	0	2.6	16.4	2.7	1.6	9.6	2.6	0.2	1.7	0.7	16.3	5.4	1.3	9.6	2.5	0.6	1.4	0.5	7.1	12.1	19.2	17	8.8	29.6	15.4	14.2	534.4	25.6	25.6	412.6	70.5	12.6	2.1	10.5	0.4	0.2	0.1	0	1.1	1.6	11.1	0.8	4.2	0.2	3.4	1.5	0.4	0.4	0	8.7	"Bundesliga"	10.2	18.8	11.1	10.9	2.6	62	361	53.2	82	15.4	30	46	27	53.875643	26.885095	10.4837905714294	14.6661485956091	214	115	-4.335573	1.642865	27.642865	57.664427	37	19	9	2	8.71158853545785	2.86840390041471	0.235448338796158	0.150968626337616	238	155	33	18	33.0212346808985	16.9420074308291	0.138744683533187	0.109303273747285	108	66	16	5	15.547038033139	6.25837596878409	0.143954055862398	0.0948238783149105	25	15	4	1	1.87440689094365	1.94299918040633	0.0749762756377459	0.129533278693755	25	26	0.331288343558282	0.0797546012269939	0.588957055214724	0.2	0.24	0.56	0.52027027027027	51.2	0.5	0.0958083832335329	483.1	0.854067480852825	0.166666666666667	0.25	0.125	0.0625	0	0.125	0.630208333333333	0.274509803921569	0.0720720720720721	0.166666666666667	0.032	0.272	0.150793650793651	2.30657708	0.17342292	1.1057146	-0.0657146000000002	29.9	0.0267558528428094	2.63579362745098	0.141507796319018
"Borussia M.Gladbach"	16.7	10.9	27.6	4	12.4	12.8	12.6	2.3	0.1	2.7	16.8	3.5	1.5	8.6	3.6	0	2.5	1	13.7	4	1.2	8.5	2	0.4	1.4	0.1	8	12.6	20.5	14.4	9.5	35.2	17.4	17.7	465.6	26.5	26	350	63.1	10.2	1.8	8.4	0.4	0	0.1	0.2	1	1.6	9.2	0.6	3.7	0.2	2.5	0.7	0.6	0.9	0	6.6	"Bundesliga"	14.5	16.7	12.4	12.6	2.7	49	582	51.5	80.9	17.4	28	43	26	52.24485	33.781109	10.8303757293684	11.6652467982049	175	126	6.304132	4.53888800000001	34.538888	55.304132	23	19	5	5	5.66648901998997	4.96553967893124	0.246369087825651	0.26134419362796	211	213	28	18	33.5010345475748	18.7556869317777	0.158772675580923	0.0880548682243087	94	119	13	6	14.0042172735557	10.542804277502	0.148981034825061	0.0885949939285882	14	11	3	1	3.64875078760087	0.392903177067637	0.260625056257205	0.0357184706425125	25	30	0.291970802919708	0.0875912408759124	0.62043795620438	0.05	0.2	0.7	0.494318181818182	52.5	0.504761904761905	0.112757731958763	413.1	0.847252481239409	0.176470588235294	0.25	0	0.0625	0.125	0.125	0.614634146341463	0.286821705426357	0.0652173913043478	0.176470588235294	0.0618556701030928	0.257731958762887	0.156862745098039	2.21216528	-0.25216528	1.38155552	-0.18155552	29.1	0.0206185567010309	2.32973165517241	0.161471918248175
