Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Matches
328,Jonathan Lewis/Jonathan-Lewis,us USA,FWMF,NYCFC,20,1997,2.6,27.3,37.7,72.4,467.3,111.9,1.15,1.92,60,21.2,29.2,72.4,5,6.54,76.5,0.77,0.62,0.15,3.46,1.15,2.69,1.54,5,Matches
329,Grant Lillard/Grant-Lillard,us USA,DF,Chicago,22,1995,6.3,40.3,51.4,78.4,808.3,311.4,0.16,1.11,14.3,31,35.1,88.2,9.21,15.2,60.4,0,0,0,0,1.75,0,0,1.75,Matches
330,Nick Lima/Nick-Lima,us USA,DF,San Jose,23,1994,33.9,37.8,49.9,75.7,773,260.4,0.21,1.12,18.4,27.8,32.2,86.4,9.71,16.5,58.8,0.06,0.08,-0.02,0.86,1.98,0.97,0.56,5.31,Matches
331,Cameron Lindley/Cameron-Lindley,us USA,MF,Orlando City,20,1997,2.2,52.7,67.3,78.4,1197.7,382.7,0.91,1.82,50,35.9,44.1,81.4,15.9,21.4,74.5,0,0.05,-0.05,1.36,6.82,0,0,9.55,Matches
332,Jaylin Lindsey/Jaylin-Lindsey,us USA,DF,Sporting KC,17,2000,6.2,53.1,62.3,85.2,916.9,241.5,0.65,1.61,40,44.4,49,90.5,8.06,11.6,69.4,0,0.06,-0.06,1.29,3.39,0.97,0.65,6.45,Matches
333,Sebastian Lletget/Sebastian-Lletget,us USA,MF,LA Galaxy,25,1992,20.9,52.9,63.6,83.2,900.2,205.1,1.05,1.91,55,42.8,47.7,89.9,9.04,14,64.5,0.05,0.12,-0.07,1.39,3.16,1.29,0.43,5.02,Matches
334,Cristian Lobato/Cristian-Lobato,es ESP,DFFW,Sporting KC,28,1989,3.6,55.8,64.4,86.6,980,236.1,0,0.28,0,46.9,51.9,90.4,8.89,12.2,72.7,0,0.11,-0.11,2.22,5.28,2.22,0.28,5.28,Matches
335,Nicolás Lodeiro/Nicolas-Lodeiro,uy URU,MFFW,Seattle,28,1989,27,58.6,75.1,78.1,1125.4,360.5,0.81,2.26,36.1,44,50.6,86.9,13.9,22.2,62.3,0.44,0.36,0.09,3.48,6.78,2.67,0.59,10.6,Matches
336,Aaron Long/Aaron-Long,us USA,DF,NY Red Bulls,25,1992,31.2,25.2,35.2,71.5,509.9,234.1,0.22,0.64,35,18.3,22.3,82,6.7,12.3,54.4,0.03,0.01,0.02,0.06,1.96,0.19,0.03,2.95,Matches
337,Luis López Fernández/Luis-Lopez-Fernandez,hn HON,GK,Los Angeles FC,24,1993,1,20,27,74.1,522,341,0,0,,12,12,100,8,15,53.3,0,0,0,0,0,0,0,0,Matches
338,Ricky Lopez-Espin/Ricky-Lopez-Espin,us USA,FW,Real Salt Lake,22,1995,0.3,16.7,16.7,100,303.3,23.3,0,0,,13.3,13.3,100,3.33,3.33,100,0,0,0,0,0,0,0,0,Matches
339,Daniel Lovitz/Daniel-Lovitz,us USA,DF,Montreal,26,1991,29.4,40,52.6,76.1,774.3,316.2,0.34,1.02,33.3,31.2,36.5,85.5,8.5,15.1,56.4,0.1,0.12,-0.01,0.88,4.01,0.85,0.44,5.85,Matches
340,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Chicago,26,1991,14.4,41,51.2,80.1,806.2,295.1,0.28,1.04,26.7,31.5,34.7,90.6,9.24,15.4,59.9,0,0.05,-0.05,0.83,2.57,0.35,0.07,5.42,Matches
341,Adam Lundqvist/Adam-Lundqvist,se SWE,DF,Houston,23,1994,13.4,39,50.4,77.2,763.6,245.2,0.22,1.12,20,29.6,34,87.3,9.1,15.4,59.2,0,0.08,-0.08,1.12,2.54,1.04,0.6,6.27,Matches
342,Larrys Mabiala/Larrys-Mabiala,cd COD,DF,Portland,30,1987,30.5,34.1,40.5,84.2,761.2,345,0.2,0.56,35.3,22.7,25.5,88.9,11.2,14.4,77.7,0.03,0.01,0.02,0.1,2.92,0.1,0,4.07,Matches
343,Adolfo Machado/Adolfo-Machado,pa PAN,DF,Houston,32,1985,18.9,37.8,48.5,78,791.1,296.4,0.21,0.79,26.7,26.9,31.5,85.5,10.7,16.2,65.8,0,0.03,-0.03,0.37,3.02,0.69,0.11,5.19,Matches
344,Cristhian Machado/Cristhian-Machado,bo BOL,MF,New England,27,1990,1.3,22.3,32.3,69,410.8,147.7,0,0.77,0,19.2,25.4,75.8,3.08,6.15,50,0,0,0,0,1.54,0.77,0,4.62,Matches
345,Zac MacMath/Zac-MacMath,us USA,GK,Colorado,26,1991,1.8,18.9,31.1,60.7,738.9,485.6,0,0,,5,5,100,13.9,26.1,53.2,0,0.11,-0.11,0.56,0.56,0,0,0,Matches
346,Calum Mallace/Calum-Mallace,sco SCO,MF,Los Angeles FC,28,1990,0.4,40,52.5,76.2,797.5,75,0,0,,30,37.5,80,10,15,66.7,0,0.25,-0.25,2.5,5,2.5,2.5,2.5,Matches
347,Connor Maloney/Connor-Maloney,us USA,DF,Columbus,22,1995,0.3,53.3,86.7,61.5,1000,220,3.33,3.33,100,43.3,60,72.2,6.67,23.3,28.6,3.33,0.67,2.67,3.33,0,0,0,0,Matches
348,Michael Mancienne/Michael-Mancienne,eng ENG,DF,New England,30,1988,10,37.2,44.5,83.6,870,316.2,0,0.1,0,22.7,25.9,87.6,14.5,18.5,78.4,0,0,0,0,3.8,0,0,3.5,Matches
349,Matteo Mancosu/Matteo-Mancosu,it ITA,FW,Montreal,33,1984,12.2,10.8,15.2,71.4,167.5,27.4,0.16,0.82,20,9.67,12.4,78.1,0.98,1.97,50,0,0.05,-0.05,0.33,0.49,0.33,0,0.82,Matches
350,Carter Manley/Carter-Manley,us USA,DF,Minnesota,21,1996,5.6,32.3,44.8,72.1,575.4,287.1,0.71,1.61,44.4,26.1,30.9,84.4,5.54,12.3,44.9,0.18,0.02,0.16,0.36,3.21,0.18,0.18,5,Matches
351,Mauro Manotas/Mauro-Manotas,co COL,FW,Houston,22,1995,29.2,17.1,21.2,80.7,269.3,48.6,0.55,1.16,47.1,14,16.6,84.3,2.57,3.42,75,0,0.14,-0.14,1.2,1.06,0.48,0,1.47,Matches
352,J.T. Marcinkowski/JT-Marcinkowski,us USA,GK,San Jose,20,1997,5,22,33.4,65.9,700,409,0,0,,9.6,10,96,12.4,23.4,53,0,0,0,0,0,0,0,0,Matches
353,Stefan Marinovic/Stefan-Marinovic,nz NZL,GK,Vancouver,26,1991,24,15.8,26.3,60.2,600.8,437.4,0,0.04,0,6.17,6.38,96.7,9.63,19.8,48.5,0,0,0,0.08,0.58,0,0,0,Matches
354,Chad Marshall/Chad-Marshall,us USA,DF,Seattle,33,1984,28.7,30.9,35.5,87,714.9,245.1,0.24,0.49,50,19.4,22,88.1,11.3,13,86.6,0.03,0.02,0.01,0.1,0.77,0.07,0,1.22,Matches
355,Collin Martin/Collin-Martin,us USA,MFFW,Minnesota,23,1994,5.8,34,40.9,83.1,637.1,146.2,1.38,2.07,66.7,25.2,29.1,86.4,7.41,9.66,76.8,0,0.03,-0.03,0.34,3.79,0.52,0,3.1,Matches
356,Cristian Martínez/Cristian-Martinez,pa PAN,FWMF,Columbus,20,1997,9.3,24.2,33,73.3,432.6,121.4,0.65,2.37,27.3,18.7,23.2,80.6,4.84,7.42,65.2,0.22,0.1,0.12,1.18,1.61,1.83,0.86,4.52,Matches
357,Enzo Martínez/Enzo-Martinez,uy URU,MF,Colorado,27,1990,15.6,31.2,41,76.1,574.2,149,0.38,1.6,24,24.7,29.5,83.7,6.09,9.87,61.7,0.19,0.12,0.08,1.28,2.69,0.64,0.38,3.59,Matches
358,Josef Martínez/Josef-Martinez,ve VEN,FW,Atlanta,24,1993,32.1,14.9,18.4,80.7,242.2,44.1,0.53,0.84,63,12.1,14.6,82.9,2.24,2.99,75,0.16,0.14,0.02,1,1.15,0.62,0,1.5,Matches
359,Tomás Martínez/Tomas-Martinez,ar ARG,MF,Houston,22,1995,27.1,37.2,45.8,81.4,723.4,189.3,0.48,1.11,43.3,28.1,31.6,88.8,8.67,13,66.6,0.26,0.18,0.08,1.85,5.5,1.55,0.15,6.38,Matches
360,Joe Mason/Joe-Mason,ie IRL,FWMF,Colorado,26,1991,8.4,14.4,18.3,78.6,235.4,35.2,0.6,0.6,100,11.7,14.6,79.7,2.14,3.1,69.2,0,0.04,-0.04,1.07,1.31,0.24,0,1.07,Matches
361,Rónald Matarrita/Ronald-Matarrita,cr CRC,DFFW,NYCFC,23,1994,15.2,50.2,63.9,78.5,936.5,328,0.66,2.04,32.3,38.6,45,85.8,10.9,16.9,64.6,0.07,0.16,-0.1,1.78,4.61,1.84,0.46,8.29,Matches
362,Darren Mattocks/Darren-Mattocks,jm JAM,FW,D.C. United,27,1990,14.1,15,21.1,70.8,211.9,36.3,0.78,1.63,47.8,12.5,16.5,75.5,1.7,2.98,57.1,0,0.11,-0.11,0.85,0.71,0.35,0,1.13,Matches
363,Aaron Maund/Aaron-Maund,tt TRI,DF,Vancouver,27,1990,10,23,28.8,79.9,508.9,219.5,0.2,0.9,22.2,15.4,17.7,87,7.4,10.2,72.5,0,0,0,0,1.4,0,0,1.5,Matches
364,Jimmy Maurer/Jimmy-Maurer,us USA,GK,FC Dallas,29,1988,13,21.4,29.9,71.5,683.8,410.1,0.08,0.15,50,9.31,9.31,100,12,20.5,58.6,0,0,0,0,0.38,0,0,0,Matches
365,Chris Mavinga/Chris-Mavinga,cd COD,DF,Toronto FC,26,1991,10.4,46.9,53.8,87.1,953.8,329.7,0.67,1.06,63.6,33.7,36.9,91.1,12.6,15.9,79.4,0,0,0,0,2.4,0.1,0,3.27,Matches
366,Olivier Mbaissidara/Olivier-Mbaissidara,cm CMR,DF,Philadelphia,20,1997,0.9,33.3,42.2,78.9,673.3,326.7,0,0,,23.3,31.1,75,10,11.1,90,0,0,0,0,1.11,0,0,3.33,Matches
367,Jack McBean/Jack-McBean,us USA,FW,Colorado,23,1994,11.8,17.1,26.8,63.9,252.2,46.7,0.51,1.27,40,14.7,20.5,71.9,1.86,5,37.3,0.08,0.1,-0.02,1.44,1.19,0.42,0.08,1.69,Matches
368,Chris McCann/Chris-McCann,ie IRL,DFMF,Atlanta,30,1987,20,45.3,55,82.3,886.4,343.3,0.25,1.35,18.5,34.1,38,90,10.9,15.8,69.2,0,0.09,-0.09,1,3.65,1.3,0.75,6,Matches
369,John McCarthy/John-McCarthy,us USA,GK,Philadelphia,25,1992,1,24,38,63.2,1026,864,0,0,,7,7,100,17,31,54.8,0,0,0,0,0,0,0,0,Matches
370,Dax McCarty/Dax-McCarty,us USA,MF,Chicago,30,1987,25.1,56.7,65.7,86.3,1141.3,325.3,0.56,1.12,50,42.7,47.7,89.6,13.4,16.9,79.4,0.08,0.04,0.04,0.6,6.61,0.56,0.08,6.41,Matches
371,Jordan McCrary/Jordan-McCrary,us USA,DF,Seattle,24,1993,9.8,30.5,42,72.6,540.9,223.5,0.51,1.63,31.3,24.4,29.6,82.4,5.61,10.8,51.9,0,0,0,0.2,1.53,0.61,0.1,4.29,Matches
372,Mark McKenzie/Mark-McKenzie,us USA,DF,Philadelphia,18,1999,18.1,38.5,43.2,89.1,794.6,265.3,0.22,0.33,66.7,27.6,30.1,91.7,10.7,12.8,83.6,0,0.02,-0.02,0.06,1.71,0,0,1.44,Matches
373,Patrick McLain/Patrick-McLain,us USA,GK,Chicago,29,1988,4.5,19.1,28.7,66.7,658.4,426.9,0.44,0.44,100,6,6.44,93.1,12.7,21.8,58.2,0,0,0,0,0.22,0,0,0,Matches
374,Thomas McNamara/Thomas-McNamara,us USA,MFFW,NYCFC,26,1991,4.1,34.6,42.2,82.1,562.4,142.4,1.22,2.44,50,28.5,32.2,88.6,4.88,7.56,64.5,0,0.02,-0.02,0.73,3.17,0.73,0.24,2.93,Matches
375,Ryan Meara/Ryan-Meara,us USA,GK,NY Red Bulls,27,1990,3,15.7,25.3,61.8,475.7,294.7,0,0,,8.67,9,96.3,7,16.3,42.9,0,0,0,0,0.67,0,0,0,Matches
376,Tyrone Mears/Tyrone-Mears,jm JAM,DF,Minnesota,34,1983,9.8,43,58.6,73.3,841.3,315.9,0.31,1.22,25,32.9,37.7,87.3,9.8,19.7,49.7,0,0.06,-0.06,1.12,2.24,0.92,0.41,5.92,Matches
377,Jesús Medina/Jesus-Medina,py PAR,FWMF,NYCFC,20,1997,22.3,28.8,36.5,78.9,470.4,115.2,0.72,2.29,31.4,23.6,27.7,85.4,4.44,6.55,67.8,0.18,0.18,0,1.66,1.7,1.26,0.09,3.23,Matches
378,Jimmy Medranda/Jimmy-Medranda,co COL,DFMF,Sporting KC,23,1994,8.1,68.3,76,89.8,1338.9,355.3,0.37,0.49,75,53.1,56.9,93.3,14.8,18.6,79.5,0.12,0.11,0.01,1.73,5.19,2.22,0.25,8.77,Matches
379,Haris Medunjanin/Haris-Medunjanin,ba BIH,MF,Philadelphia,32,1985,28.1,62.7,75.9,82.6,1396.5,442.8,0.36,0.75,47.6,42.6,47.1,90.4,19.8,28,70.5,0.14,0.21,-0.07,1.92,6.98,1.57,0.14,9.5,Matches
380,Lucas Melano/Lucas-Melano,ar ARG,FWMF,Portland,24,1993,1.6,19.4,26.9,72.1,388.8,89.4,1.25,1.88,66.7,13.1,18.8,70,5,6.25,80,0.63,0.25,0.37,1.88,1.25,1.25,0,2.5,Matches
381,Tim Melia/Tim-Melia,us USA,GK,Sporting KC,31,1986,34,25.9,32.1,80.4,716.6,427.5,0.03,0.06,50,15.1,15.2,99.6,10.7,16.9,63.2,0,0,0,0,0.41,0.06,0,0,Matches
382,Jonathan Mensah/Jonathan-Mensah,gh GHA,DF,Columbus,27,1990,26.1,48.6,55.6,87.5,1049.2,385.2,0.38,0.73,52.6,32.5,35.7,90.9,15.7,19.1,82.4,0,0.01,-0.01,0.15,2.72,0.08,0,3.45,Matches
383,Justin Meram/Justin-Meram,iq IRQ,FW,Orlando City,29,1988,14.1,32.1,41.8,76.7,479.3,169.2,0.71,2.06,34.5,28.3,34.2,82.8,3.05,5.53,55.1,0.14,0.23,-0.09,1.7,2.55,1.63,0.43,6.03,Matches
384,Justin Meram/Justin-Meram,iq IRQ,FW,Columbus,29,1988,6.6,32.7,41.1,79.7,566.8,160,0,0.61,0,27.9,33.6,82.9,4.85,6.82,71.1,0,0.09,-0.09,1.06,2.73,2.27,0.76,6.21,Matches
385,Bryan Meredith/Bryan-Meredith,us USA,GK,Seattle,28,1989,1,24,27,88.9,726,482,0,0,,11,11,100,13,16,81.3,0,0,0,0,0,0,0,0,Matches
386,Nicolás Mezquida/Nicolas-Mezquida,uy URU,FWMF,Vancouver,26,1992,10.8,25.6,35.2,72.9,422,86.5,0.56,1.67,33.3,21.2,25.6,82.7,3.89,7.87,49.4,0.09,0.1,-0.01,1.11,1.57,0.93,0.28,2.78,Matches
387,Djordje Mihailovic/Djordje-Mihailovic,us USA,MFFW,Chicago,19,1998,6.4,29.4,38.4,76.4,584.5,148.6,0.31,1.25,25,22.3,25.9,86.1,6.72,11.3,59.7,0.47,0.33,0.14,1.88,2.5,0.78,0.31,3.91,Matches
388,Eric Miller/Eric-Miller,us USA,DFMF,Minnesota,25,1993,12.7,29.8,41.9,71.2,515.6,194.3,0.31,1.26,25,24.7,30,82.4,4.8,10.6,45.2,0.08,0.04,0.04,0.63,1.26,0.71,0.39,4.72,Matches
389,Tyler Miller/Tyler-Miller,us USA,GK,Los Angeles FC,24,1993,33,22.1,30.8,71.7,654.7,415.5,0.09,0.09,100,10.8,10.9,99.4,11.2,19.8,56.3,0,0,0,0.06,0.33,0,0,0,Matches
390,Ben Mines/Ben-Mines,us USA,FW,NY Red Bulls,17,2000,1,16,26,61.5,257,130,1,3,33.3,13,18,72.2,2,5,40,0,0.1,-0.1,1,0,0,0,1,Matches
391,Mariano Miño/Mariano-Mino,ar ARG,FWDF,Toronto FC,23,1994,0.3,40,53.3,75,723.3,143.3,0,3.33,0,33.3,33.3,100,6.67,16.7,40,0,0,0,0,3.33,0,0,0,Matches
392,Bruno Miranda/Bruno-Miranda,bo BOL,MF,D.C. United,19,1998,1,46,52,88.5,1011,254,1,2,50,32,34,94.1,13,16,81.3,0,0,0,0,11,0,0,8,Matches
393,Kevin Molino/Kevin-Molino,tt TRI,MF,Minnesota,27,1990,1.5,32.7,44,74.2,574,108.7,0,2.67,0,25.3,29.3,86.4,7.33,12,61.1,0.67,0.27,0.4,0.67,2,1.33,0,2.67,Matches
394,Mohamed El Monir/Mohamed-El-Monir,ly LBY,DF,Orlando City,25,1992,23.2,42.4,55.6,76.2,754.8,303.6,0.6,2.28,26.4,34.1,40,85.3,7.72,13.4,57.6,0.09,0.09,0,0.95,3.79,0.73,0.43,5.86,Matches
395,Drew Moor/Drew-Moor,us USA,DF,Toronto FC,34,1984,6.3,66.3,72.9,91.1,1318.4,560,0.32,0.48,66.7,48.9,52.1,93.9,17.1,20.3,84.4,0,0,0,0,2.54,0,0,3.97,Matches
396,Joseph Mora/Joseph-Mora,cr CRC,DF,D.C. United,25,1993,28,29.6,41.4,71.5,492.8,233.9,0.61,1.64,37,25.1,31.2,80.4,3.89,8.57,45.4,0.04,0.04,0,0.32,1.82,0.5,0.29,4.54,Matches
397,Maximiliano Moralez/Maximiliano-Moralez,ar ARG,MFFW,NYCFC,30,1987,31.3,53.1,68.8,77.1,1072.3,342.9,0.61,2.59,23.5,38.5,45,85.7,13.9,21.2,65.7,0.29,0.28,0.01,3.35,6.9,2.46,0.42,10.4,Matches
398,Junior Moreno/Junior-Moreno,ve VEN,MF,D.C. United,24,1993,17,43.3,49.4,87.7,779.5,213.6,0.71,1.41,50,34.8,38.1,91.4,7.76,9.82,79,0.06,0.06,-0.01,0.59,3.59,0.35,0.06,3.35,Matches
399,Ashtone Morgan/Ashtone-Morgan,ca CAN,DFMF,Toronto FC,26,1991,11.2,32.6,41.6,78.3,563.3,211,0.71,2.41,29.6,27.1,31.2,87.1,4.73,8.04,58.9,0.09,0.01,0.08,0.27,1.96,0.71,0.18,4.46,Matches
400,Justin Morrow/Justin-Morrow,us USA,DFMF,Toronto FC,30,1987,19.9,41.6,51.9,80.2,679.8,234,0.8,1.91,42.1,35,40.9,85.5,5.83,9.05,64.4,0.15,0.12,0.04,0.8,2.36,1.16,0.3,5.33,Matches
401,João Moutinho/Joao-Moutinho,pt POR,DF,Los Angeles FC,20,1998,9.7,43.1,54.9,78.4,796.8,320.8,0.21,1.13,18.2,34.2,39.8,86,8.66,14,61.8,0,0.06,-0.06,0.62,3.71,0.41,0.1,6.91,Matches
402,Yura Movsisyan/Yura-Movsisyan,am ARM,FWMF,Chicago,30,1987,0.7,5.71,11.4,50,88.6,24.3,0,4.29,0,4.29,5.71,75,1.43,1.43,100,0,0,0,0,1.43,0,0,1.43,Matches
403,Christopher Mueller/Christopher-Mueller,us USA,FWMF,Orlando City,21,1996,22.8,22.3,29.3,76,336.5,88.1,0.61,1.54,40,19.8,24.3,81.4,1.84,3.42,53.8,0.18,0.14,0.03,0.79,1.32,0.61,0.18,2.72,Matches
404,Luke Mulholland/Luke-Mulholland,eng ENG,MF,Real Salt Lake,29,1988,1,20,36,55.6,337,118,0,0,,17,23,73.9,3,13,23.1,1,0.1,0.9,1,5,0,0,3,Matches
405,Patrick Mullins/Patrick-Mullins,us USA,FW,D.C. United,25,1992,2.6,16.2,23.5,68.9,223.5,50.8,0,1.15,0,14.6,19.2,76,1.54,3.08,50,0.38,0.38,0,0.77,1.54,0.77,0,3.08,Matches
406,Patrick Mullins/Patrick-Mullins,us USA,MFFW,Columbus,25,1992,3.3,8.79,16.4,53.7,128.5,29.1,0,0.61,0,8.18,12.4,65.9,0.61,3.33,18.2,0.3,0,0.3,0,1.52,0,0,0.91,Matches
407,Jordon Mutch/Jordon-Mutch,eng ENG,MFFW,Vancouver,26,1991,9.2,42.8,54.5,78.6,905,286.5,0.43,1.2,36.4,30.9,35.8,86.3,11.5,17.5,65.8,0.22,0.16,0.05,0.98,5.43,0.87,0.22,5.65,Matches
408,Alex Muyl/Alex-Muyl,us USA,FW,NY Red Bulls,22,1995,14.3,28.7,42,68.2,411,135.3,0.91,3.15,28.9,24.8,33.3,74.4,3.01,5.59,53.8,0.35,0.24,0.1,1.68,1.75,1.33,0.42,4.41,Matches
409,Darlington Nagbe/Darlington-Nagbe,us USA,MF,Atlanta,27,1990,21.8,38.5,42.8,89.9,716.4,146.1,0.46,0.83,55.6,29.2,32.4,90.1,8.9,9.63,92.4,0.05,0.1,-0.05,1.19,3.12,0.6,0,3.44,Matches
410,Hassan Ndam/Hassan-Ndam,cm CMR,DF,NY Red Bulls,19,1998,1,25,33,75.8,465,147,0,1,0,21,24,87.5,4,8,50,0,0,0,0,0,0,0,0,Matches
411,Lamar Neagle/Lamar-Neagle,us USA,FWMF,Seattle,30,1987,1.3,21.5,26.9,80,358.5,76.2,0,0,,16.2,20,80.8,5.38,6.92,77.8,0,0.08,-0.08,0.77,0.77,0,0,1.54,Matches
412,Anton Nedyalkov/Anton-Nedyalkov,bg BUL,DF,FC Dallas,24,1993,8.5,42.1,52.4,80.4,836.2,260.5,0.59,1.06,55.6,31.4,36.5,86.1,10.1,14.8,68.3,0.12,0.04,0.08,0.35,3.53,0.35,0.12,5.53,Matches
413,Krisztián Németh/Krisztian-Nemeth,hu HUN,FWMF,New England,29,1989,5.3,22.8,31.1,73.3,369.2,80,0.75,2.08,36.4,18.9,24.2,78.1,3.21,4.91,65.4,0.38,0.11,0.26,1.89,1.7,1.7,0.57,2.83,Matches
414,Krisztián Németh/Krisztian-Nemeth,hu HUN,FW,Sporting KC,29,1989,4.3,18.8,24.2,77.9,289.8,39.8,1.4,1.63,85.7,14.7,18.1,80.8,2.79,4.42,63.2,0.23,0.12,0.12,0.47,0.47,1.4,0,1.86,Matches
415,Jake Nerwinski/Jake-Nerwinski,us USA,DF,Vancouver,23,1994,24.6,35,46.2,75.6,643.7,267.1,0.37,1.14,32.1,28.1,33.1,84.8,6.5,12,54.4,0.04,0.08,-0.04,0.73,2.2,0.53,0.41,5.49,Matches
416,Lee Nguyen/Lee-Nguyen,us USA,MFFW,Los Angeles FC,31,1986,20.3,51.4,60.3,85.3,916.7,217.7,0.39,0.99,40,41.3,45.4,91.1,9.7,13.9,69.6,0.15,0.19,-0.04,2.02,5.32,1.67,0.1,6.6,Matches
417,Sam Nicholson/Sam-Nicholson,sco SCO,FW,Minnesota,23,1995,5.8,23.3,32.9,70.7,379.3,107.4,0,1.72,0,20.2,24.7,81.8,3.1,6.55,47.4,0,0.07,-0.07,1.03,1.72,1.21,0.86,3.97,Matches
418,Sam Nicholson/Sam-Nicholson,sco SCO,FWMF,Colorado,23,1995,16.8,20.7,27.5,75.1,360.1,75.2,0.48,1.67,28.6,17,20.4,83.4,3.15,5.42,58.2,0,0.05,-0.05,0.83,1.19,0.65,0.36,2.08,Matches
419,Nemanja Nikolić/Nemanja-Nikolic,hu HUN,FW,Chicago,30,1987,27.1,14.3,18.2,78.9,209.6,26.7,0.77,1.14,67.7,11.9,14.7,80.9,1.66,2.32,71.4,0.04,0.12,-0.08,0.85,0.44,0.3,0.04,0.89,Matches
420,Shane O'Neill/Shane-ONeill,us USA,DF,Orlando City,24,1993,12.4,35,41.5,84.3,756,234.4,0.08,0.65,12.5,24,26.1,91.7,11,14.8,74.3,0,0,0,0.08,2.9,0,0,1.53,Matches
421,Jimmy Ockford/Jimmy-Ockford,us USA,DF,San Jose,25,1992,12.1,32.9,40.7,80.7,707.3,282.7,0.5,0.83,60,21.7,24.6,87.9,10.7,15.3,70.3,0,0.02,-0.02,0.17,1.82,0,0,1.82,Matches
422,Chris Odoi-Atsem/Chris-Odoi-Atsem,us USA,DFMF,D.C. United,22,1995,0.1,60,70,85.7,1380,680,0,0,,40,50,80,20,20,100,0,1,-1,10,0,10,10,10,Matches
423,Dominic Oduro/Dominic-Oduro,gh GHA,FWMF,Montreal,32,1985,0.4,22.5,35,64.3,492.5,127.5,0,0,,12.5,20,62.5,10,15,66.7,0,0,0,0,2.5,0,0,2.5,Matches
424,Dominic Oduro/Dominic-Oduro,gh GHA,FWMF,San Jose,32,1985,0.4,17.5,25,70,285,150,0,0,,17.5,20,87.5,0,5,0,0,0.25,-0.25,2.5,0,5,2.5,7.5,Matches
425,Ebenezer Ofori/Ebenezer-Ofori,gh GHA,MF,NYCFC,22,1995,21.1,59.2,65,91.1,1052.2,271.3,0.62,0.85,72.2,47.9,51.1,93.7,10.7,13,82.2,0,0.01,-0.01,0.33,6.35,0.38,0.05,5.07,Matches
426,Lawrence Olum/Lawrence-Olum,ke KEN,MFDF,Portland,33,1984,18.1,37.5,42.9,87.4,753.3,231.8,0.28,0.44,62.5,28.4,31.8,89.2,8.84,10.7,82.9,0,0.01,-0.01,0.28,2.98,0.17,0,3.48,Matches
427,Wyatt Omsberg/Wyatt-Omsberg,us USA,DF,Minnesota,22,1995,4.3,34,46.3,73.4,757.2,236.7,0,0.47,0,21.9,27,81,12.1,18.8,64.2,0,0,0,0,0.47,0,0,1.16,Matches
428,Nedum Onuoha/Nedum-Onuoha,eng ENG,DF,Real Salt Lake,31,1986,1,11,21,52.4,311,60,1,2,50,3,6,50,7,13,53.8,1,0,1,0,1,0,0,0,Matches
429,Ike Opara/Ike-Opara,us USA,DF,Sporting KC,28,1989,30.8,45.7,52.9,86.4,1000.5,336,0.26,0.75,34.8,31,33.8,91.9,14.4,18.4,78.5,0.06,0.03,0.04,0.23,4.55,0.1,0.03,3.7,Matches
430,Kofi Opare/Kofi-Opare,ca CAN,DF,D.C. United,27,1990,9.6,25.7,32.1,80.2,542.3,193.2,0.21,0.63,33.3,17.2,20.3,84.6,8.33,11.1,74.8,0,0,0,0,0.21,0,0,1.04,Matches
431,Edward Opoku/Edward-Opoku,us USA,FW,Columbus,21,1996,1.7,15.9,21.2,75,271.2,32.9,0,0.59,0,13.5,15.9,85.2,2.35,4.71,50,0,0.18,-0.18,0.59,0.59,1.18,1.18,1.76,Matches
432,Alfredo Ortuño/Alfredo-Ortuno,es ESP,FW,Real Salt Lake,27,1991,1.3,16.2,24.6,65.6,203.1,41.5,0,1.54,0,14.6,19.2,76,1.54,3.85,40,0,0,0,0.77,0,0.77,0,0.77,Matches
433,Jonathan Osorio/Jonathan-Osorio,ca CAN,MFFW,Toronto FC,25,1992,28.9,47.8,53.7,88.9,787.8,177.2,0.8,1.56,51.1,39.8,43.7,91,7.16,8.44,84.8,0.21,0.19,0.02,1.8,3.94,1.31,0.07,4.71,Matches
434,David Ousted/David-Ousted,dk DEN,GK,D.C. United,32,1985,17,20.8,31.2,66.6,656.6,418.5,0.06,0.06,100,9.59,9.82,97.6,11.1,21.3,52.2,0,0,0,0,0.24,0,0,0,Matches
435,Rodrigo Pacheco/Rodrigo-Pacheco,ar ARG,FW,Los Angeles FC,21,1996,0.2,60,65,92.3,1055,130,0,0,,45,50,90,15,15,100,0,0,0,0,5,5,5,10,Matches
436,Frantz Pangop/Frantz-Pangop,cm CMR,FWMF,Minnesota,24,1993,2,31,41,75.6,422.5,132,1,1.5,66.7,28,35,80,2,4.5,44.4,0,0.2,-0.2,2.5,0.5,3.5,2.5,5,Matches
437,Cristhian Paredes/Cristhian-Paredes,py PAR,MF,Portland,19,1998,15.6,30.8,38.1,80.8,566.7,166.5,0.32,0.77,41.7,24.1,28.3,85.1,6.35,8.97,70.7,0.13,0.06,0.06,0.77,3.33,0.71,0.13,4.17,Matches
