Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
402,Kevin Molino/Kevin-Molino,tt TRI,FWMF,Minnesota,28,1990,10.1,43.9,41.9,1.98,0.4,0.4,7.72,1.09,2.48,0.1,0.1,0,0,30.3,6.04,7.52,9.5,31.6,0.69,1.39,0.3,32,0.4,0.89,1.09,1.39,Matches
403,Mohamed El Monir/Mohamed-El-Monir,ly LBY,DF,Los Angeles FC,26,1992,6.6,70.2,60.5,9.7,0.3,0,8.33,1.67,3.03,0.61,0.15,0.3,0,48,15.6,6.52,54.4,4.85,1.21,8.79,0.15,56.4,0,1.67,1.97,2.73,Matches
404,Jamiro Monteiro/Jamiro-Monteiro,cv CPV,MF,Philadelphia,25,1993,22.8,60.8,58.6,2.19,0.88,0.39,9.08,1.97,1.75,0.92,0.39,0.39,0.04,50.1,4.43,6.27,5.61,53.8,0.75,0.39,0.22,52.3,0.31,0.48,1.23,0.96,Matches
405,Fredy Montero/Fredy-Montero,co COL,FWMF,Vancouver,31,1987,23.3,29.1,24.5,4.64,0.77,0.09,5.45,1.72,3,1.67,0.47,0.99,0.04,17,4.89,7.21,4.59,22.1,1.03,0.82,0.09,19.7,0.17,1.12,0.6,0.9,Matches
406,Drew Moor/Drew-Moor,us USA,DF,Toronto FC,35,1984,11.4,56.6,55.3,1.32,1.05,0,6.4,1.14,0.18,0,0,0,0,44.2,7.54,4.82,10.9,42.2,2.28,0.26,0.35,51.8,0.18,0.18,0.7,0.44,Matches
407,Joseph Mora/Joseph-Mora,cr CRC,DF,D.C. United,26,1993,17.7,40.3,31.5,8.87,0.23,0.06,6.21,0.73,2.54,0.17,0,0,0,19.8,8.19,12.4,24.4,4.52,2.15,8.47,0.06,30.1,0,1.02,0.79,1.53,Matches
408,Maximiliano Moralez/Maximiliano-Moralez,ar ARG,MFFW,NYCFC,31,1987,27,61.1,55,6.15,2.11,1.04,9.19,3.44,4.33,3,0.93,0.78,0.78,35.4,9.26,16.5,11.9,45.8,2.07,0.56,0.52,46.7,0.37,0.96,1.19,2.04,Matches
409,Jorge Moreira/Jorge-Moreira,py PAR,DF,Portland,28,1990,24.8,60.7,51.9,8.83,0.97,0.04,9.11,3.1,5.44,0.08,0,0.04,0,31.6,13.8,15.3,8.31,40.8,2.5,7.78,0.52,46.4,0.28,1.29,1.25,2.42,Matches
410,Amando Moreno/Amando-Moreno,us USA,FWMF,Chicago,23,1995,0.9,21.1,21.1,0,0,1.11,3.33,0,1.11,0,0,0,0,16.7,2.22,2.22,5.56,15.6,0,0,0,21.1,0,0,0,0,Matches
411,Junior Moreno/Junior-Moreno,ve VEN,MF,D.C. United,25,1993,28.3,60.5,58.7,1.84,1.02,0.07,9.29,1.55,0.74,0.18,0.04,0.14,0,42.9,10.3,7.31,4.59,51.1,3.53,0.57,0.25,53.4,0.18,0.53,0.81,0.92,Matches
412,Ashtone Morgan/Ashtone-Morgan,ca CAN,DFMF,Toronto FC,27,1991,3.5,43.1,35.1,8,0.57,0,6.57,0.57,2.29,0,0,0,0,26.6,10.3,6.29,28.6,5.43,1.71,7.43,0,33.4,0,1.43,1.14,2,Matches
413,Jordan Morris/Jordan-Morris,us USA,FW,Seattle,24,1994,22.6,29.6,28.8,0.84,0.04,0.04,6.68,0.88,1.15,0,0,0,0,20.8,5,3.81,3.01,23.3,1.46,0.44,0.44,22.9,0,0.35,0.66,0.97,Matches
414,Justin Morrow/Justin-Morrow,us USA,DF,Toronto FC,31,1987,26.1,51.7,45,6.74,0.23,0,7.32,0.92,2.34,0,0,0,0,34.9,8.58,8.2,30.4,12.3,1.8,6.51,0.11,43.3,0,0.57,0.84,1.34,Matches
415,João Moutinho/Joao-Moutinho,pt POR,DF,Orlando City,21,1998,13.6,59.3,50.1,9.26,0.66,0.22,7.5,1.54,3.75,0,0,0,0,33.2,9.34,16.8,43.5,4.04,2.43,8.6,0.29,44,0.07,1.25,1.1,1.62,Matches
416,Christopher Mueller/Christopher-Mueller,us USA,FWMF,Orlando City,22,1996,15.2,45,40.9,4.08,1.32,0.26,8.03,1.38,4.67,2.11,0.46,0.99,0.46,31.2,6.91,6.91,6.84,35.9,1.18,0.53,0,32.8,0.26,1.18,1.45,1.64,Matches
417,Georges Mukumbilwa/Georges-Mukumbilwa,ca CAN,MF,Vancouver,19,1999,0.1,30,30,0,0,0,10,0,10,0,0,0,0,20,0,10,0,20,10,0,0,10,0,0,0,0,Matches
418,Luke Mulholland/Luke-Mulholland,eng ENG,MF,Real Salt Lake,30,1988,0.2,60,60,0,0,0,10,0,0,0,0,0,0,35,10,15,5,55,0,0,0,45,0,0,0,0,Matches
419,Patrick Mullins/Patrick-Mullins,us USA,FW,Toronto FC,26,1992,3.9,24.1,22.3,1.79,0,0,5.64,1.03,1.03,0,0,0,0,13.1,6.92,4.1,13.1,6.15,2.56,0,0.77,16.7,0.26,0.26,1.03,0.77,Matches
420,Patrick Mullins/Patrick-Mullins,us USA,FWMF,Columbus,26,1992,2.2,19.5,18.6,0.91,0,0,6.36,0,0.45,0,0,0,0,9.09,5,5.45,9.55,5,1.36,0,0.45,12.3,0,0.45,0.45,0.45,Matches
421,Alex Muyl/Alex-Muyl,us USA,FWDF,NY Red Bulls,23,1995,15.5,39.7,35.5,4.26,0.06,0.32,9.29,0.9,2.77,0,0,0,0,23,8.26,8.52,5.74,26,2.06,4.13,0.26,26.9,0.58,0.84,0.97,2.13,Matches
422,Darlington Nagbe/Darlington-Nagbe,us USA,MF,Atlanta,28,1990,31.4,55.6,54.5,1.18,0.96,0.16,10.2,0.96,0.03,0,0,0,0,47.5,4.3,3.85,2.71,51.2,0.8,0.22,0.16,51.5,0.19,0.35,0.67,0.57,Matches
423,Nani/Nani,pt POR,FWMF,Orlando City,32,1986,25.3,54.2,47.5,6.6,1.9,0.63,10.2,2.21,4.78,2.61,0.47,1.19,0.24,33.8,7.79,12.6,6.01,44,1.42,1.58,0.4,41.1,0.16,0.71,1.3,1.38,Matches
424,Sean Nealis/Sean-Nealis,us USA,DF,NY Red Bulls,22,1997,5.1,25.3,24.3,0.98,0.98,0,3.14,0.39,0,0,0,0,0,15.1,3.33,6.86,5.88,14.5,3.14,0,0,20,0.2,0.98,0.2,0.2,Matches
425,John Nelson/John-Nelson,us USA,DF,FC Dallas,20,1998,5.1,61.4,50.8,10.6,1.37,0,5.29,0.59,2.35,0,0,0,0,41.4,9.8,10.2,38.8,12.2,0.98,9.22,0,50.6,0,0.59,1.76,1.96,Matches
426,Krisztián Németh/Krisztian-Nemeth,hu HUN,FW,Sporting KC,30,1989,17.3,24,21,3.06,0,0.12,5.32,0.4,0.23,0,0,0,0,16,5.03,3.01,1.68,19.4,1.73,0.12,0.46,19.1,0.06,0.35,0.69,0.81,Matches
427,Jake Nerwinski/Jake-Nerwinski,us USA,DF,Vancouver,24,1994,22.5,43.9,34.8,9.11,0.67,0.04,6.98,0.58,1.82,0,0,0,0,25.8,10,8.04,2.62,29.6,2.18,8.44,0.09,35,0.04,0.49,1.07,1.6,Matches
428,Michee Ngalina/Michee-Ngalina,cd COD,FWMF,Philadelphia,18,2000,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,10,0,0,20,0,0,0,20,0,0,0,0,Matches
429,Lee Nguyen/Lee-Nguyen,us USA,MF,Los Angeles FC,32,1986,13.1,70.1,66.9,3.13,0.99,0.53,10.9,1.37,0.99,1.53,0.61,0.08,0.31,56,8.47,5.57,4.27,64.3,0.53,0.46,0.31,61.4,0.76,0.46,1.15,1.3,Matches
430,Sam Nicholson/Sam-Nicholson,sco SCO,FWMF,Colorado,24,1995,19.7,26.1,24.2,1.93,0.15,0.1,5.23,0.81,4.21,0.05,0,0.05,0,14.2,5.63,6.35,3.5,19.1,1.17,1.68,0.1,18.1,0.1,0.66,0.66,2.08,Matches
431,Gonzalo Nicolás Martínez/Gonzalo-Nicolas-Martinez,ar ARG,FWMF,Atlanta,25,1993,23.8,52.4,46.6,5.84,1.97,0.63,8.36,4.08,5.67,3.19,0.71,1.76,0.42,32.9,7.69,11.8,43.5,7.31,0.42,0.59,0.55,35.6,0.17,1.43,1.55,2.35,Matches
432,Nemanja Nikolić/Nemanja-Nikolic,hu HUN,FW,Chicago,31,1987,22.1,20.4,18.5,1.9,0.05,0.09,3.53,0.18,0.45,0,0,0,0,14.6,3.35,2.44,3.08,15.1,1.49,0.09,0.32,16.9,0.05,0.18,0.36,0.81,Matches
433,Harry Novillo/Harry-Novillo,fr FRA,FW,Montreal,26,1992,4.9,34.5,29.8,4.69,2.24,0,4.29,2.24,4.49,2.04,0.2,0.82,0.41,22.4,4.08,7.96,3.06,30.4,0.82,0,0.2,25.3,0,1.22,0.82,1.22,Matches
434,Shane O'Neill/Shane-ONeill,us USA,DF,Orlando City,25,1993,9.3,42,37.8,4.19,1.29,0.11,5.7,2.04,1.08,0,0,0,0,24.1,3.44,14.5,2.69,31.6,3.01,2.9,0.32,29.9,0,0.75,0.86,0.97,Matches
435,Alfonso Ocampo-Chavez/Alfonso-Ocampo-Chavez,us USA,FW,Seattle,16,2002,0.9,16.7,13.3,3.33,1.11,0,6.67,0,0,0,0,0,0,13.3,3.33,0,1.11,14.4,0,0,0,14.4,0,1.11,0,0,Matches
436,Chris Odoi-Atsem/Chris-Odoi-Atsem,us USA,DF,D.C. United,23,1995,1.5,46,42,4,0,0,4.67,0,2,0,0,0,0,34.7,4.67,6.67,10,30,2,4,0,38,0,0,0.67,0.67,Matches
437,Ebenezer Ofori/Ebenezer-Ofori,gh GHA,MF,NYCFC,23,1995,14,49.6,49.1,0.5,0.36,0,7.29,1.29,0.14,0,0,0,0,38.5,6.43,4.64,40.3,6.36,1.86,0.14,0.29,44.4,0,1,1,0.43,Matches
438,Orji Okwonkwo/Orji-Okwonkwo,ng NGA,FWMF,Montreal,21,1998,19.7,26.5,26.2,0.3,0.1,0.05,6.75,0.51,1.78,0,0,0,0,21.3,2.89,2.34,3.76,21.5,0.61,0.15,0.1,20.7,0,0.41,0.61,1.22,Matches
439,Lawrence Olum/Lawrence-Olum,ke KEN,MF,Minnesota,34,1984,6.1,47.2,46.4,0.82,0.49,0.16,3.93,1.31,0.33,0,0,0,0,34.3,7.38,5.57,9.51,35.7,1.31,0.16,0.16,39.7,0,0.49,0.82,0.66,Matches
440,Zdeněk Ondrášek/Zdenek-Ondrasek,cz CZE,FW,FC Dallas,30,1988,8.3,20.6,18.1,2.53,0,0.12,3.49,0,0.24,0,0,0,0,14,4.82,1.81,5.42,11.9,1.81,0,0.72,16.6,0.12,0.36,0.6,0.96,Matches
441,Nedum Onuoha/Nedum-Onuoha,eng ENG,DF,Real Salt Lake,32,1986,26,39.2,38,1.19,1.15,0.04,4.5,0.62,0.04,0,0,0,0,31.5,2.69,5.04,9.08,27.6,1.62,0.04,0.12,34.9,0.08,0.46,0.19,0.19,Matches
442,Ike Opara/Ike-Opara,us USA,DF,Minnesota,29,1989,28.5,36,34.9,1.12,0.98,0.07,3.68,0.95,0.07,0,0,0,0,27,3.23,5.82,7.47,25.3,2.14,0.14,0.14,30.8,0,0.63,0.35,0.35,Matches
443,Kofi Opare/Kofi-Opare,ca CAN,DF,Colorado,28,1990,3,32.7,31.7,1,1,0,4.33,0,0,0,0,0,0,26.3,1.67,4.67,5.33,22.7,3,0,0,29.7,0,0.33,0,0.33,Matches
444,Jonathan Osorio/Jonathan-Osorio,ca CAN,MFFW,Toronto FC,26,1992,19.5,52.3,50.4,1.85,0.36,0.15,10,0.62,0.62,0.26,0,0,0,41.1,7.49,3.69,5.95,43.7,0.97,1.18,0.21,45.6,0.26,0.31,0.82,1.08,Matches
445,David Ousted/David-Ousted,dk DEN,GK,Chicago,33,1985,14,25.2,16.6,8.64,1.86,0,2.43,1,0.07,0,0,0,0,9.93,1.07,14.2,0.93,18.1,0,0,4.64,16.7,0,0.79,0.14,0.07,Matches
446,Juan Pablo Torres/Juan-Pablo-Torres,us USA,FW,NYCFC,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Diego Palacios/Diego-Palacios,ec ECU,DF,Los Angeles FC,19,1999,1,75,66,9,2,0,5,1,4,0,0,0,0,52,14,9,62,5,1,7,0,64,0,2,0,2,Matches
448,Cristhian Paredes/Cristhian-Paredes,py PAR,MF,Portland,20,1998,18.3,42,41.3,0.71,0.71,0.05,6.34,1.48,0.16,0,0,0,0,30.2,6.78,5.03,3.72,35,2.3,0,0.44,36,0.16,0.66,1.37,0.33,Matches
449,Tim Parker/Tim-Parker,us USA,DF,NY Red Bulls,25,1993,26.5,32.6,30.1,2.45,1.96,0.08,5.62,0.19,0.19,0,0,0,0,18.4,3.96,10.2,4,23.4,3.77,0.34,0.19,25.2,0.08,1.32,0.49,0.49,Matches
450,Michael Parkhurst/Michael-Parkhurst,us USA,DF,Atlanta,35,1984,16,56.9,50.2,6.75,1.13,0,5.94,0.81,0.5,0.13,0,0.06,0,41.4,7.81,7.69,13.9,35.3,2.06,5.5,0.13,48.9,0.13,0.94,0.44,1.44,Matches
451,Keaton Parks/Keaton-Parks,us USA,MF,NYCFC,21,1997,14.7,63.9,62.7,1.16,0.95,0.48,9.18,1.7,0.41,0,0,0,0,50.2,6.53,7.14,8.16,52.3,2.04,0.2,0.14,55.5,0.27,0.95,1.16,1.02,Matches
452,Kevin Partida/Kevin-Partida,us USA,FW,San Jose,23,1995,0,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0,0,0,Matches
453,Santiago Patiño/Santiago-Patino,us USA,FW,Orlando City,21,1997,3.6,12.8,11.4,1.39,0,0,2.22,0.56,0,0,0,0,0,9.72,2.5,0.56,0.56,10.8,0.83,0,0.28,9.72,0,0,1.11,1.11,Matches
454,Cristian Pavón/Cristian-Pavon,ar ARG,FW,LA Galaxy,23,1996,10.8,41.2,39.7,1.48,0.37,0.56,9.35,1.3,3.24,0.56,0.19,0.09,0.09,24.8,7.31,9.07,3.98,34.9,0.83,0.56,0.28,30.5,0.19,1.02,1.3,2.5,Matches
455,PC/PC,br BRA,FWDF,Vancouver,24,1994,9,41.2,37.6,3.67,0.44,0,6,0.44,1.67,0.89,0.33,0.44,0,26.6,8.33,6.33,29.9,7.11,1.44,2.22,0.33,33.9,0,0.44,0.67,1.22,Matches
456,Marquinhos Pedroso/Marquinhos-Pedroso,br BRA,DF,D.C. United,25,1993,3.2,48.1,39.7,8.44,0.31,0,8.13,0.31,3.13,0,0,0,0,27.5,6.25,14.4,30.9,4.69,2.5,8.13,0.31,37.2,0,1.56,0.63,1.88,Matches
457,Marquinhos Pedroso/Marquinhos-Pedroso,br BRA,DF,FC Dallas,25,1993,1.3,48.5,42.3,6.15,0.77,0,13.1,0.77,2.31,0,0,0,0,30.8,6.15,11.5,33.8,7.69,0.77,5.38,0,39.2,0,0,0,1.54,Matches
458,Ronaldo Peña/Ronaldo-Pena,ve VEN,FWMF,Houston,21,1997,1.8,28.3,23.9,4.44,0,0,3.89,0,0.56,0,0,0,0,20.6,5,2.78,1.67,23.3,0.56,0.56,2.22,22.2,0,0,1.67,1.11,Matches
459,Cristian Penilla/Cristian-Penilla,ec ECU,MFFW,New England,27,1991,19.8,35.4,33.5,1.87,0.4,0.2,6.01,1.52,3.23,0.76,0.1,0.1,0.05,21.9,6.31,7.17,3.38,29.8,0.81,0.71,0.35,25.4,0.2,0.76,1.06,2.07,Matches
460,Ricardo Pepi/Ricardo-Pepi,us USA,MFFW,FC Dallas,16,2003,0.9,24.4,23.3,1.11,0,0,6.67,0,0,0,0,0,0,13.3,6.67,4.44,0,18.9,3.33,1.11,0,17.8,1.11,0,1.11,1.11,Matches
461,Dion Pereira/Dion-Pereira,eng ENG,FWDF,Atlanta,19,1999,7.5,34.4,33.1,1.33,0.4,0,7.47,0.93,2.67,0.27,0,0.13,0,25.3,3.87,5.2,28,4.8,0.27,0.67,0.13,26.7,0.13,0.8,0.67,1.2,Matches
462,Mauricio Pereyra/Mauricio-Pereyra,uy URU,MFFW,Orlando City,28,1990,4.4,58.4,53,5.45,1.14,0.45,10.9,1.82,3.41,3.64,0.91,1.36,0.68,39.1,6.36,13,5,50.9,1.14,0.68,0.68,44.8,0.45,0.91,1.36,0.91,Matches
463,Adrien Perez/Adrien-Perez,us USA,FW,Los Angeles FC,23,1995,2.4,43.8,42.9,0.83,0,0,10,0.83,2.08,0.83,0,0,0,34.6,6.67,2.5,31.3,11.7,0.42,0,0.42,30.4,0,0.42,3.75,3.33,Matches
464,Javier Pérez/Javier-Perez,es ESP,MF,Los Angeles FC,22,1996,0.1,210,210,0,0,0,40,0,0,0,0,0,0,200,0,10,20,190,0,0,0,200,0,0,10,0,Matches
465,Joshua Pérez/Joshua-Perez,us USA,FWMF,Los Angeles FC,21,1998,5.1,30,28.4,1.57,0.39,0,5.69,0.2,0.98,0.39,0,0,0,25.1,2.94,1.96,22.5,5.69,0.78,0.59,0.2,25.3,0,0.59,1.37,0.78,Matches
466,Ignacio Piatti/Ignacio-Piatti,ar ARG,FW,Montreal,33,1985,8.4,29.6,28,1.67,0.48,0,5.24,1.19,1.07,0.48,0.12,0.12,0,18.8,5.71,5.12,5.83,22.4,0.95,0.24,0.24,22.7,0.12,0.36,0.24,1.07,Matches
467,Fafà Picault/Fafa-Picault,us USA,FW,Philadelphia,27,1991,20.7,28.3,27.4,0.87,0,0.05,6.04,0.82,1.74,0,0,0,0,18.5,5.36,4.44,4.3,20.4,1.59,0.39,0.24,21.2,0.1,0.58,0.34,1.16,Matches
468,Samuel Piette/Samuel-Piette,ca CAN,MF,Montreal,24,1994,24.7,54.7,53.3,1.42,1.34,0.08,8.38,2.59,0.04,0.04,0,0,0,36.6,7.04,11.1,7.41,42.6,3.48,0,0.32,46.4,0.04,0.81,0.61,0.49,Matches
469,Donovan Pines/Donovan-Pines,us USA,DF,D.C. United,20,1998,8.7,38.4,36.2,2.18,0.23,0,4.71,1.38,0,0,0,0,0,25.4,5.17,7.82,8.97,22.2,2.87,1.95,0.11,31.4,0,1.49,0.46,0.69,Matches
470,Joao Plata/Joao-Plata,ec ECU,FWMF,Real Salt Lake,26,1992,3.5,60.6,55.1,5.43,0.86,0.57,10,3.14,3.71,2.57,0.57,1.71,0,43.1,8,9.43,5.14,52.6,0.29,2,0.57,43.4,0.29,1.71,1.14,1.71,Matches
471,Florentin Pogba/Florentin-Pogba,gn GUI,DF,Atlanta,28,1990,8.7,55.5,49.9,5.63,2.18,0.11,6.09,1.61,0.69,0,0,0,0,35.9,8.16,11.5,42.6,5.29,2.99,3.33,0.46,46.1,0,0.92,0.23,1.15,Matches
472,Diego Polenta/Diego-Polenta,uy URU,DF,LA Galaxy,26,1992,28,49,46.3,2.68,1,0.32,5.54,1.75,1.54,0,0,0,0,33.6,5.32,10.1,38.3,6.82,1.68,1.68,0.04,41.1,0.14,0.71,0.68,0.64,Matches
473,Andy Polo/Andy-Polo,pe PER,MFFW,Portland,24,1994,11.6,49,47.9,1.03,0.26,0,7.33,1.12,1.38,0,0,0,0,37.8,5.86,5.34,5.09,42.2,0.6,0.78,0,41.8,0.09,0.43,0.78,1.55,Matches
474,Paxton Pomykal/Paxton-Pomykal,us USA,MF,FC Dallas,19,1999,20.9,51.8,49,2.78,0.77,0.24,10.8,1.58,2.25,0.96,0.24,0.24,0.14,38.9,6.12,6.84,36.7,12.3,1.48,0.57,0.14,43.5,0.14,1.05,0.72,0.77,Matches
475,Chris Pontius/Chris-Pontius,us USA,FW,LA Galaxy,31,1987,7.8,38.3,36.7,1.67,0,0,6.54,0.26,0.77,0,0,0,0,28.3,5.9,4.1,5.9,26.5,1.79,1.41,0.38,32.3,0.13,0.38,0.77,1.15,Matches
476,Justin Portillo/Justin-Portillo,us USA,MF,Real Salt Lake,26,1992,2.2,65.5,63.6,1.82,1.82,0,5.91,3.18,0,0,0,0,0,50,6.36,9.09,8.18,55.5,1.36,0,0,59.5,0,0.91,0.45,0.91,Matches
477,Alvas Powell/Alvas-Powell,jm JAM,DF,FC Cincinnati,24,1994,10.8,44.4,34.7,9.72,0.74,0.09,4.91,1.94,2.22,0,0,0,0,21.2,9.63,13.6,3.15,29.8,2.13,8.98,0,30.3,0.28,2.5,0.56,1.57,Matches
478,Dillon Powers/Dillon-Powers,us USA,MF,Orlando City,27,1991,6.9,48.6,47.4,1.16,0.58,0.29,9.13,1.74,1.45,0.43,0.29,0.14,0,33.9,8.12,6.52,6.52,40,1.16,0.14,0.29,41.4,0,0.29,0.72,0.87,Matches
479,Alejandro Pozuelo/Alejandro-Pozuelo,es ESP,MFFW,Toronto FC,27,1991,28,68.2,59.9,8.29,1.43,0.68,14.6,2.25,5.75,4.29,1.68,1.61,0.25,48.9,7.5,11.9,25.2,41.1,0.5,0.89,0.32,53.4,0.5,1.04,1.5,1.75,Matches
480,Jack Price/Jack-Price,eng ENG,MF,Colorado,26,1992,24.7,55.1,46.9,8.22,3.89,0,5.95,5.95,6.15,4.17,1.42,2.15,0.57,33.7,6.19,15.3,2.11,50.8,1.78,0.12,0.16,44.6,0.53,1.17,0.61,0.45,Matches
481,Kacper Przybyłko/Kacper-Przybylko,pl POL,FW,Philadelphia,25,1993,24.9,33,30.8,2.25,0.04,0.08,6.87,0.44,0.64,0,0,0,0,21.5,6.71,4.82,7.83,19.1,2.45,0.36,0.72,24.9,0.08,0.56,0.8,0.8,Matches
482,Andrew Putna/Andrew-Putna,us USA,GK,Real Salt Lake,24,1994,5,35.2,23.6,11.6,2.2,0,3.6,0.6,0,0,0,0,0,10.4,0.6,24.2,1.2,27.2,0,0,4,17.4,0.4,0.8,0.2,0,Matches
483,Valeri Qazaishvili/Valeri-Qazaishvili,ge GEO,FWMF,San Jose,26,1993,23.3,37.8,37.2,0.6,0.17,0.13,8.37,0.52,0.52,0.09,0,0,0,31,3.65,3.09,3.65,32.7,0.47,0.34,0.39,31.9,0.13,0.47,1.07,1.07,Matches
484,Darwin Quintero/Darwin-Quintero,co COL,MFFW,Minnesota,31,1987,24.4,37.7,34.9,2.83,0.57,0.25,5.9,1.68,1.89,0.98,0.08,0.57,0.2,23.1,6.76,7.91,5.37,29.9,1.35,0.29,0.61,25.4,0.16,0.74,1.07,1.97,Matches
485,Romell Quioto/Romell-Quioto,hn HON,FW,Houston,27,1991,8.8,42.2,35.9,6.25,1.48,0.23,7.95,4.77,8.98,3.07,1.48,1.02,0.11,22.3,6.82,13.1,8.98,28.3,1.36,1.48,0.23,26.9,0,1.36,0.57,2.05,Matches
486,Jukka Raitala/Jukka-Raitala,fi FIN,DF,Montreal,30,1988,23.2,50.4,47.2,3.28,1.16,0.04,5.43,1.81,0.22,0,0,0,0,35.9,5.69,8.84,38.1,7.28,2.37,2.11,0,43.2,0.09,0.78,0.95,0.39,Matches
487,Christian Ramirez/Christian-Ramirez,us USA,FW,Los Angeles FC,27,1991,10.5,19.3,17.4,1.9,0,0.29,3.43,0.29,0.19,0,0,0,0,14.1,3.14,2.1,1.62,16.1,0.95,0,0.19,15.6,0,0.29,0.67,0.48,Matches
488,Christian Ramirez/Christian-Ramirez,us USA,FWMF,Houston,27,1991,7.5,23.9,22.4,1.47,0,0.13,6.13,0.27,0.4,0,0,0,0,16,4.27,3.6,1.87,19.6,1.07,0.4,0.13,18.4,0.27,0,0.53,1.07,Matches
489,Greg Ranjitsingh/Greg-Ranjitsingh,tt TRI,GK,Orlando City,25,1993,2,38.5,20.5,18,3,0,2,0,0,0,0,0,0,10.5,0,28,0.5,30,0,0,2,21,0,1,0,0,Matches
490,Matthew Real/Matthew-Real,us USA,DFMF,Philadelphia,19,1999,0.8,72.5,63.8,8.75,0,0,16.3,1.25,5,0,0,0,0,46.3,13.8,12.5,47.5,10,5,8.75,0,58.8,1.25,1.25,1.25,2.5,Matches
491,Eric Remedi/Eric-Remedi,ar ARG,MF,Atlanta,23,1995,22.8,56.5,54.8,1.67,1.49,0.09,6.4,1.14,0.18,0.04,0,0.04,0,44.7,6.36,5.44,7.06,46.6,2.28,0.13,0.18,49.9,0.09,0.57,0.83,0.79,Matches
492,Justin Rennicks/Justin-Rennicks,us USA,FW,New England,19,1999,1.2,24.2,24.2,0,0,0,6.67,0,0,0,0,0,0,16.7,6.67,0.83,5,15.8,2.5,0,0,15,0,0,1.67,0.83,Matches
493,Yordy Reyna/Yordy-Reyna,pe PER,FWMF,Vancouver,25,1993,22.1,30.7,27.6,3.08,0.81,0.14,5.57,1.63,1.95,0.81,0.5,0.14,0,20.1,4.98,5.61,3.39,24.7,1.22,0.63,0.54,24.1,0.14,0.72,0.72,1.13,Matches
494,Bryan Reynolds/Bryan-Reynolds,us USA,FWDF,FC Dallas,17,2001,1.3,43.8,36.2,7.69,0,0,4.62,0,3.08,0,0,0,0,26.9,9.23,7.69,3.85,29.2,2.31,7.69,0,33.1,0,0,1.54,6.15,Matches
495,Spencer Richey/Spencer-Richey,us USA,GK,FC Cincinnati,26,1992,19,35.1,23.6,11.4,2.05,0,2.79,0.95,0,0,0,0,0,14.7,2.37,18,3.74,23.6,0,0,6.42,23.3,0.05,0.84,0.21,0.16,Matches
496,Tosaint Ricketts/Tosaint-Ricketts,ca CAN,FW,Vancouver,31,1987,5.3,15.1,12.1,3.02,0.19,0,4.34,0.38,0.38,0,0,0,0,10,2.08,3.02,0.19,12.5,1.32,0,0.38,12.5,0,0,0.57,0,Matches
497,Nick Rimando/Nick-Rimando,us USA,GK,Real Salt Lake,39,1979,29,34.7,22.5,12.2,2.38,0,2.72,1.14,0,0,0,0,0,13.7,2.62,18.4,2.45,26.3,0.03,0,3.38,24.4,0.14,1.17,0.03,0.03,Matches
498,Alexander Ring/Alexander-Ring,fi FIN,MF,NYCFC,27,1991,31,64.7,61.8,2.87,2.71,0.26,7.9,3.35,0.39,0,0,0,0,45.8,6.81,12.1,14.3,46.9,2.45,0.13,0.29,54.2,0.29,1.16,0.77,1.35,Matches
499,Andrés Ríos/Andres-Rios,ar ARG,MFFW,San Jose,29,1989,3,47.7,45.7,2,0.33,0.33,9.67,2.33,0.67,0,0,0,0,35,5.67,7,7.67,37.3,1,0.33,0.67,39.3,0.67,1,1.33,0.67,Matches
500,Thomas Roberts/Thomas-Roberts,us USA,MFFW,FC Dallas,17,2001,2.6,36.5,35.8,0.77,0,0,8.08,1.92,0.38,0.38,0,0,0,23.5,5.38,7.69,29.6,3.08,2.69,0,0.38,30.4,0,0.77,0.77,0.38,Matches
501,Robinho/Robinho,br BRA,FW,Columbus,24,1995,12.4,30.9,29.8,1.05,0.24,0.08,6.29,0.56,1.94,0.16,0.16,0,0,23.4,4.52,2.98,7.58,22.1,0.32,0.65,0,24.6,0.08,0.56,0.56,1.53,Matches
502,Robinho/Robinho,br BRA,FW,Orlando City,24,1995,2.6,39.6,36.5,3.08,0,0,6.54,1.54,2.69,1.92,0.77,0.38,0,28.8,5.77,5,6.54,31.9,0,1.15,0,32.3,0,0.38,1.15,2.31,Matches
503,Jalen Robinson/Jalen-Robinson,us USA,DF,D.C. United,24,1994,4.6,24.3,20.7,3.7,0.65,0,2.39,0.22,0.65,0,0,0,0,15,4.78,4.57,1.74,18,0.65,3.04,0,18.9,0,0.43,0.87,0.43,Matches
504,Miles Robinson/Miles-Robinson,us USA,DF,Atlanta,21,1997,33.1,57.1,55.9,1.15,1,0,7.61,1.15,0.06,0,0,0,0,46.5,4.2,6.4,14.1,38.9,2.93,0.15,0.15,50.9,0.06,0.91,0.73,0.66,Matches
